Incident_ID,Date,Quarter,State,School_Level
19720105DCPAW,1972-01-05,Winter,Washington,Elementary
19711213MDCAB,1971-12-13,Winter,Maryland,High
19711206CALOL,1971-12-06,Winter,California,Junior High
19711124MDEDB,1971-11-24,Fall,Maryland,High
19711108OKGRT,1971-11-08,Fall,Oklahoma,Elementary
19711103NMCAC,1971-11-03,Fall,New Mexico,6-12
19711029MDFRB,1971-10-29,Fall,Maryland,High
19711029MDFOB,1971-10-29,Fall,Maryland,High
19711028MDCIB,1971-10-28,Fall,Maryland,High
19710929VAPEP,1971-09-29,Fall,Virginia,Junior High
19710928MNCEM,1971-09-28,Fall,Minnesota,High
19710924NYMCB,1971-09-24,Fall,New York,High
19710909TXDUL,1971-09-09,Fall,Texas,High
19710820PAMOM,1971-08-20,Summer,Pennsylvania,High
19710602NYEAE,1971-06-02,Summer,New York,Middle
19710527MIBES,1971-05-27,Spring,Michigan,High
19710405PAWIH,1971-04-05,Spring,Pennsylvania,High
19710309AZROT,1971-03-09,Spring,Arizona,Junior High
19710225OHFRC,1971-02-25,Winter,Ohio,Junior High
19710210TXOAD,1971-02-10,Winter,Texas,High
19710205PAJOW,1971-02-05,Winter,Pennsylvania,High
19710202PAMOP,1971-02-02,Winter,Pennsylvania,Middle
19701212WIXAA,1970-12-12,Winter,Wisconsin,High
19701120ILHAC,1970-11-20,Fall,Illinois,High
19701027OHAPM,1970-10-27,Fall,Ohio,Junior High
19701020TNWAN,1970-10-20,Fall,Tennessee,Junior High
19701019TNBOM,1970-10-19,Fall,Tennessee,High
19701005MIPOD,1970-10-05,Fall,Michigan,High
19700928IACED,1970-09-28,Fall,Iowa,High
19700924IDMEM,1970-09-24,Fall,Idaho,High
19700914TNHAN,1970-09-14,Fall,Tennessee,High
19700831FLALM,1970-08-31,Summer,Florida,Elementary
19700828TXRIE,1970-08-28,Summer,Texas,High
19700515UTBEO,1970-05-15,Spring,Utah,High
19700508FLCAD,1970-05-08,Spring,Florida,High
19700422DEPIW,1970-04-22,Spring,Delaware,High
19700415ARPIP,1970-04-15,Spring,Arkansas,High
19700323CADAL,1970-03-23,Spring,California,High
19700206OHJOC,1970-02-06,Winter,Ohio,High
19700105DCUNW,1970-01-05,Winter,Washington,High
19700105DCSOW,1970-01-05,Winter,Washington,Junior High
19700105DCHIW,1970-01-05,Winter,Washington,High
20200804PAKEP,2020-08-04,Summer,Pennsylvania,Elementary
20200729ILCOC,2020-07-29,Illinois,High
20200817MIABG,2020-08-17,Summer,Michigan,K-8
20200825MOWEC,2020-08-25,Summer,Missouri,Middle
19850418TNSOS,1985-04-18,Spring,Tennessee,High
20190522OHSAC,2019-05-22,Spring,Ohio,Elementary
20200830TXLOD,2020-08-30,Summer,Texas,Elementary
20200904FLLOJ,2020-09-03,Fall,Florida,Elementary
20200903GADOA,2020-09-03,Fall,Georgia,High
20200630OHLAW,2020-06-30,Summer,Ohio,K-12
20200909TXSOH,2020-09-09,Fall,Texas,Elementary
20200910ILPEP,2020-09-14,Fall,Illinois,
20200916WAARG,2020-09-15,Fall,Washington,Elementary
20191022NJBRB,2019-10-22,Fall,New Jersey,High
20200915UTVIB,2020-09-15,Fall,Utah,High
20200915SCYOR,2020-09-15,Fall,South Carolina,
20200917OHELA,2020-09-17,Fall,Ohio,High
20200916CASOS,2020-09-16,Fall,California,High
20200910OHSAC,2020-09-10,Fall,Ohio,High
20200920UTLIS,2020-09-20,Fall,Utah,Elementary
20200918KYWIL,2020-09-18,Fall,Kentucky,Middle
20200917ORDRP,2020-09-17,Fall,Oregon,Elementary
20200919CAKRS,2020-09-19,,California,K-8
20200921CAPLP,2020-09-21,Fall,California,Elementary
20200909PAWEW,2020-09-09,Fall,Pennsylvania,Elementary
20200923FLHIJ,2020-09-23,Fall,Florida,Middle
20200923PAWIW,2020-09-23,Fall,Pennsylvania,High
20200924ILMCS,2020-09-24,Fall,Illinois,Elementary
20200924CAWAC,2020-09-24,Fall,California,Middle
20200928CTEAN,2020-09-28,Fall,Connecticut,K-8
20200925ILROR,2020-09-25,Fall,Illinois,Elementary
20190127NVRER,2019-01-27,Winter,Nevada,High
20200925NJHAH,2020-09-25,Fall,New Jersey,K-8
20150521FLDUJ,2015-05-21,Spring,Florida,High
20190918MNFOC,2019-10-18,Fall,Minnesota,High
20200930CADYL,2020-09-30,Fall,California,High
20130129ALDAM,2013-01-29,Winter,Alabama,Elementary
20201005OKSOM,2020-10-05,Fall,Oklahoma,High
20201005ARKIH,2020-10-05,Fall,Arkansas,Elementary
20201004NEADL,2020-10-04,Fall,Nebraska,Elementary
20201009FLJEJ,2020-10-09,Fall,Florida,High
20201012TXNOD,2020-10-12,Fall,Texas,High
20161216FLSAJ,2016-12-16,Winter,Florida,High
20190327FLMAJ,2019-03-27,Spring,Florida,Middle
20190927CADER,2019-09-27,Fall,California,High
20201013RIRHP,2020-10-13,Fall,Rhode Island,K-12
20201012MNSHS,2020-10-12,Fall,Minnesota,High
20201014PABRB,2020-10-14,Fall,Pennsylvania,
20201018KYSEL,2020-10-18,Fall,Kentucky,High
20201014WAWAS,2020-10-14,Fall,Washington,Elementary
20201002PAMAE,2020-10-02,Fall,Pennsylvania,
20201020ARJAP,2020-10-20,Fall,Arkansas,Junior High
20201026GARIR,2020-10-26,Fall,Georgia,High
20201028NYROR,2020-10-28,Fall,New York,K-12
20201024CTSTS,2020-10-24,Fall,Connecticut,Elementary
20201029FLLAM,2020-10-29,Fall,Florida,Middle
20201102COERE,2020-11-02,Fall,Colorado,High
20201108INTET,2020-11-08,Fall,Indiana,High
20201109CABAL,2020-11-09,Fall,California,Elementary
20201109TXCOH,2020-11-09,Fall,Texas,Elementary
20201106AZKHT,2020-11-06,Fall,Arizona,Elementary
20201112PANAH,2020-11-12,Fall,Pennsylvania,Middle
20201112CACEU,2020-11-12,Fall,California,Middle
20160928TNSYP,2016-09-28,Fall,Tennessee,Middle
20201113NCLIL,2020-11-13,Fall,North Carolina,Elementary
20201116TNWIM,2020-11-16,Fall,Tennessee,Elementary
20201117TXWEW,2020-11-17,Fall,Texas,High
20201117MTGRG,2020-11-17,,Montana,High
20201125KSABG,2020-11-25,Fall,Kansas,Elementary
20201207ILEAC,2020-12-06,Winter,Illinois,High
20201211VATAY,2020-12-11,Winter,Virginia,Middle
20201216ILDUC,2020-12-16,Winter,Illinois,Elementary
20201229WAROS,2020-12-29,Winter,Washington,High
20210114MDHIW,2021-01-14,Winter,Maryland,Elementary
20210110ILSOS,2021-01-10,Winter,Illinois,High
20210121OHEAC,2021-01-21,Winter,Ohio,High
20210121OKLOG,2021-01-21,Winter,Oklahoma,Elementary
20210127FLHOH,2021-01-27,Winter,Florida,K-8
20210201MIMUD,2021-02-01,Winter,Michigan,K-8
19900906GASOC,1990-09-06,Fall,Georgia,6-12
20210205MDBEM,2021-02-05,Winter,Maryland,Middle
20210208MISCG,2021-02-08,Winter,Michigan,
20201225FLYOP,2020-12-25,Winter,Florida,High
20210210TXFOF,2021-02-10,Winter,Texas,Middle
20210210NJSCP,2021-02-10,Winter,New Jersey,Elementary
20210210LASTS,2021-02-10,Winter,Louisiana,Other
20210214MNROM,2021-02-14,Winter,Minnesota,High
20210127MSHAH,2021-01-27,Winter,Mississippi,High
20210216NCTHS,2021-02-16,Winter,North Carolina,Elementary
20210217TNKNK,2021-02-17,Winter,Tennessee,Elementary
20210219ILLIR,2021-02-19,Winter,Illinois,Middle
20210222CAHOV,2021-02-22,Winter,California,Elementary
20210224WAGAY,2021-02-24,Winter,Washington,Elementary
20210226LAGEN,2021-02-26,,Louisiana,High
20210301ARWAP,2021-03-01,Spring,Arkansas,Junior High
20210308SCEDC,2021-03-08,Spring,South Carolina,Elementary
20210309TNSAK,2021-03-09,Spring,Tennessee,Elementary
20210309OHBIC,2021-03-09,Spring,Ohio,High
20210311OHCIC,2021-03-11,Spring,Ohio,K-12
20210313TXLEA,2021-03-13,Spring,Texas,Elementary
20210318KYGRL,2021-03-18,Spring,Kentucky,Elementary
20210319WVSPM,2021-03-19,Spring,West Virginia,Middle
20210324ORFOS,2021-03-24,Spring,Oregon,Elementary
20180803IALIO,2018-08-03,Summer,Iowa,Elementary
20210326MOCAS,2021-03-26,Spring,Missouri,Elementary
20210327MAPEC,2021-03-27,Spring,Massachusetts,Elementary
20210401OKCLC,2021-04-01,Spring,Oklahoma,High
20210401ALSES,2021-04-01,Spring,Alabama,High
19700226CABAB,1979-02-26,Winter,California,High
19790226CABAB,1979-02-26,Winter,California,High
20210315INMEM,2021-03-15,Spring,Indiana,High
20210406ILBAC,2021-04-06,Spring,Illinois,High
20210412TNAUK,2021-04-12,Spring,Tennessee,High
20210411INBIH,2021-04-11,Spring,Indiana,High
20210412CASAS,2021-04-12,Spring,California,High
20210413TNMAC,2021-04-13,Spring,Tennessee,null
20170415ORMEP,2017-04-15,Spring,Oregon,Elementary
20210418OHWED,2021-04-18,Spring,Ohio,Elementary
20210514CASAS,2021-05-14,Spring,California,High
20210427TNLAM,2021-04-27,Spring,Tennessee,Other
20210427DESMS,2021-04-27,Spring,Delaware,Middle
20210429NYURB,2021-04-29,Spring,New York,High
20210429CAVIV,2021-04-29,Spring,California,High
20210430INMAI,2021-04-30,Spring,Indiana,Elementary
20210501MNBES,2021-05-01,Spring,Minnesota,Elementary
20210502ILCHC,2021-05-02,Spring,Illinois,High
20210506IDRIR,2021-05-06,Spring,Idaho,Middle
19890209IDRIR,1989-02-09,Fall,Idaho,null
20210506SCFOC,2021-05-06,Spring,South Carolina,Elementary
20210505MICRC,2021-05-05,Spring,Michigan,High
20210517TNAUM,2021-05-17,Spring,Tennessee,Elementary
20210517MDLOC,2021-05-17,Spring,Maryland,High
20210511NYPSB,2021-05-11,Spring,New York,K-8
20210525NJPAP,2021-05-25,Spring,New Jersey,Elementary
20210601ILLIC,2021-06-01,Summer,Illinois,High
20210606VADRA,2021-06-06,null,Virginia,Elementary
20210607TXEAF,2021-06-07,null,Texas,High
20210608KSHAK,2021-06-08,Summer,Kansas,Elementary
20210609TXNOH,2021-06-09,Summer,Texas,High
20210609VAWIR,2021-06-09,null,Virginia,High
20210610CTHOW,2021-06-10,Summer,Connecticut,High
20210612MOMCF,2021-06-12,Summer,Missouri,High
20210613PAWIP,2021-06-13,Summer,Pennsylvania,K-8
20210613PAPAC,2021-06-13,Summer,Pennsylvania,Elementary
20210614TXEAF,2021-06-14,Summer,Texas,High
20210614NCRJW,2021-06-14,Summer,North Carolina,High
20210614NCROR,2021-06-14,Summer,North Carolina,Middle
20210620CAGRM,2021-06-20,Summer,California,K-12
20210624ILABR,2021-06-24,Summer,Illinois,Middle
20210608PAMUS,2021-06-08,Summer,Pennsylvania,Elementary
20210628CASLF,2021-06-28,Summer,California,Elementary
20210704NYDRR,2021-07-04,Summer,New York,High
20210708ILBEC,2021-07-08,Summer,Illinois,High
20210709KSCAW,2021-07-09,Summer,Kansas,High
20210718ARFOL,2021-07-18,Summer,Alabama,Elementary
20210719TXCAC,2021-07-19,Summer,Texas,High
20210721ILTHC,2021-07-21,Summer,Illinois,Elementary
20210727WATYS,2021-07-27,Summer,Washington,High
20210517TXBRE,2021-05-17,Spring,Texas,Middle
20210804ALBUM,2021-08-04,Summer,Alabama,Middle
20210806LASTH,2021-08-06,Summer,Louisiana,K-8
20210807ORGIP,2021-08-07,Summer,Oregon,Elementary
20210805GACHD,2021-08-05,Summer,Georgia,Middle
20210811COMAC,2021-08-11,Summer,Colorado,Elementary
20210810OHEAC,2021-08-10,Summer,Ohio,Elementary
20210812CANOS,2021-08-12,Fall,California,Middle
20210812GALIL,2021-08-12,Fall,Georgia,High
20210813NMWAA,2021-08-13,Fall,New Mexico,Middle
20210811CAOAO,2021-08-11,Fall,California,High
20210813GACAS,2021-08-13,Fall,Georgia,High
20210814ILMAC,2021-08-14,Summer,Illinois,Elementary
20180425NMHIA,2018-04-25,Spring,New Mexico,High
20210814SCDAH,2021-08-14,Summer,South Carolina,null
20210818SCORO,2021-08-18,Fall,South Carolina,High
20210817COYED,2021-08-17,Fall,Colorado,High
20210815VAROD,2021-08-15,Summer,Virginia,Elementary
20210820NEMIO,2021-08-20,Fall,Nebraska,Elementary
20210820CACEF,2021-08-20,Fall,California,High
20210822ILWER,2021-08-22,Fall,Illinois,Middle
20170813NYHUH,2017-08-13,Summer,New York,null
20210901NCMTW,2021-09-01,Fall,North Carolina,High
20210830NCNEW,2021-08-30,Fall,North Carolina,High
20210827INHAH,2021-08-27,Fall,Indiana,High
20210826OHNOT,2021-08-26,Fall,Ohio,Elementary
20210826NYHAH,2021-08-26,Fall,New York,Middle
20210828CASAS,2021-08-28,Fall,California,High
20210902ARLIL,2021-09-02,Fall,Arkansas,High
20210907PAHAH,2021-09-07,Fall,Pennsylvania,High
20210907TNLAL,2021-09-07,Fall,Tennessee,High
20210907MAOMG,2021-09-07,Fall,Massachusetts,Middle
20210908MNPRB,2021-09-09,Fall,Minnesota,High
20210909ILCHC,2021-09-09,Fall,Illinois,Elementary
20210909MITRF,2021-09-09,Fall,Michigan,6-12
20210902INWEG,2021-09-02,Fall,Indiana,High
20210903CAMTH,2021-09-03,Fall,California,High
20210909NCSHE,2021-09-09,null,North Carolina,Elementary
20210910CONOA,2021-09-10,Fall,California,High
20210910CASTP,2021-09-10,Fall,California,Elementary
20210903NVDEL,2021-09-03,Fall,Nevada,High
20210901ILFRC,2021-09-01,Fall,Illinois,Elementary
20210827VTEDB,2021-08-27,Fall,Vermont,Middle
20210826WAAKS,2021-08-26,Fall,Washington,Middle
20210827KYAPO,2021-08-27,Fall,Kentucky,High
20030410CAWAW,2003-04-10,Spring,California,High
20210915KYMAL,2021-09-15,Fall,Kentucky,Elementary
20210915ILCEC,2021-09-15,Fall,Illinois,High
20210908ILCEC,2021-09-08,Fall,Illinois,High
20210916WIORM,2021-09-16,Fall,Wisconsin,Elementary
20210916UTPRP,2021-09-16,Fall,Utah,High
20210917NCPAW,2021-09-17,Fall,North Carolina,High
20210917VAHEH,2021-09-17,Fall,Virginia,High
20210917PAWEP,2021-09-17,Fall,Pennsylvania,High
20210917GASWS,2021-09-17,Fall,Georgia,High
20210918COWIC,2021-09-18,Fall,Colorado,High
20210917TNAUK,2021-09-17,Fall,Tennessee,High
20210914MOMCH,2021-09-14,Fall,Missouri,Elementary
20210914TNLAL,2021-09-14,Fall,Tennessee,High
20210913SCEDC,2021-09-13,Fall,South Carolina,Elementary
20210902CASAL,2021-09-02,Fall,California,High
20210920OHEAC,2021-09-20,Fall,Ohio,Elementary
20210916OHBEC,2021-09-16,Fall,Ohio,High
20210921GAFRA,2021-09-21,Fall,Georgia,Elementary
20210921PAVAP,2021-09-21,Fall,Pennsylvania,High
20210920VAHEN,2021-09-20,Fall,Virginia,High
20210921OHMIM,2021-09-21,Fall,Ohio,High
20210921KSEAW,2021-09-21,Fall,Kansas,High
20210922NYSOB,2021-09-22,Fall,New York,High
20210922CTLIN,2021-09-22,Fall,Connecticut,Elementary
20210921FLLAL,2021-09-21,Fall,Florida,Elementary
20210915VASPS,2021-09-15,Fall,Virginia,Elementary
20210924MDWIB,2021-09-24,Fall,Maryland,K-8
20210924ALFAF,2021-09-24,Fall,Alabama,High
20210924VAESE,2021-09-24,Fall,Virginia,High
20210903NCJUC,2021-09-03,Fall,North Carolina,High
20210903CABUB,2021-09-03,Fall,California,null
20210927ILCAC,2021-09-27,Fall,Illinois,Elementary
20210827PAACS,2021-08-27,Fall,Pennsylvania,High
20210902GAWOS,2021-09-02,Fall,Georgia,High
20210902NMALA,2021-09-02,Fall,New Mexico,K-8
20210928MESOS,2021-09-28,Fall,Maine,High
20210902CASAL,2021-09-02,Fall,California,High
20210830FLOKW,2021-08-30,Fall,Florida,Middle
20210830MDNEO,2021-08-30,Fall,Maryland,High
20210830NJWEN,2021-08-30,Fall,New Jersey,High
20210929OHSHS,2021-09-29,Fall,Ohio,Middle
20210924TNSTS,2021-09-24,Fall,Florida,High
20210930TNCUM,2021-09-30,Fall,Tennessee,K-8
20210827VAFRW,2021-08-27,Fall,Virginia,High
20210930MSNEN,2021-09-30,Fall,Mississippi,Elementary
20190809NJWEN,2019-08-09,Fall,New Jersey,High
20211001TXYEH,2021-10-01,Fall,Texas,High
20211001INBEI,2021-10-01,Fall,Indiana,High
20211001NCSEF,2021-10-01,Fall,North Carolina,High
20211001NJCHC,2021-10-01,Fall,New Jersey,High
20211001NCNOD,2021-10-01,Fall,North Carolina,High
20211004PASCP,2021-10-04,Fall,Pennsylvania,High
20211004OHWOT,2021-10-04,Fall,Ohio,High
20211005NDHEH,2021-10-05,Fall,North Dakota,K-12
20211005NCGAC,2021-10-05,Fall,North Carolina,High
20210923IDRIR,2021-09-23,Fall,Idaho,Middle
20211004ILLAC,2021-10-04,Fall,Idaho,High
20211006TXTIA,2021-10-06,Fall,Texas,High
20211007PAANP,2021-10-07,Fall,Pennsylvania,K-8
20211007DCWAW,2021-10-07,Fall,Washington,Elementary
20211007TXEAW,2021-10-07,Fall,Texas,High
20211012ILWEC,2021-10-12,Fall,Illinois,High
20211012ARLIL,2021-10-12,Fall,Arkansas,High
20211007NCEAD,2021-10-07,Fall,North Carolina,Elementary
20211012OKUNT,2021-10-12,Fall,Oklahoma,High
20211013ILMCC,2021-10-13,Fall,Illinois,Elementary
20211008OKCOC,2021-10-08,Fall,Oklahoma,Middle
20211012MIELK,2021-10-12,Fall,Michigan,Elementary
20211015ALWIM,2021-10-15,null,Alabama,6-12
20211014MEREP,2021-10-14,Fall,Maine,Elementary
20211013PACHD,2021-10-13,Fall,Pennsylvania,Elementary
20211015CAKEF,2021-10-15,Fall,California,Elementary
20211018PALIP,2021-10-18,Fall,Pennsylvania,High
20211017ARROR,2021-10-17,null,Arkansas,High
20211021GABES,2021-10-21,Fall,Georgia,6-12
20211022PAPHP,2021-10-22,Fall,Pennsylvania,High
20211021NYPSB,2021-10-21,Fall,New York,Elementary
20211026MSCAN,2021-10-26,Fall,Mississippi,K-12
20211026ILWIC,2021-10-26,null,Illinois,K-12
20211027SCCAS,2021-10-27,Fall,South Carolina,High
20211030PASTM,2021-10-30,Fall,Pennsylvania,High
19920530DCARW,1992-05-30,Spring,Washington,High
20211108NYTHB,2021-11-08,Fall,New York,High
19930912ALFAF,1993-09-12,Fall,Alabama,High
19901110TXJUD,1990-11-10,Fall,Texas,High
20211109NMMEL,2021-11-09,Fall,New Mexico,null
20211106FLOVO,2021-11-06,Fall,Florida,High
19890901VASAV,1989-09-01,Fall,Virginia,High
20211110NYITI,2021-11-10,Fall,New York,High
19871031SCANA,1987-10-31,Fall,South Carolina,High
20211115NYPOP,2021-11-15,Fall,New York,High
20211119COHIA,2021-11-19,Fall,Colorado,High
20211116FLJAJ,2021-11-16,Fall,Florida,null
20211119MDGIB,2021-11-18,Fall,Maryland,Elementary
20211116NYPSB,2021-11-16,Fall,New York,Elementary
20211124ILTHH,2021-11-24,Fall,Illinois,High
20211123OHCLC,2021-11-23,Fall,Ohio,null
